title,release_date,popularity,vote_average,genre_ids,genre_names,type
The Kitchen,15/10/2023,22.168,4.817,"[878, 53, 18, 12, 35]","Science Fiction, Thriller, Drama, Adventure, Comedy",movie
The Kitchen,15/10/2023,22.168,4.817,"[878, 53, 18, 12, 35]","Action, Crime, Drama",movie
The Nutcracker and the Four Realms,26/10/2018,32.673,6.084,"[14, 12, 10751]","Fantasy, Adventure, Family",movie
The Nutcracker and the Four Realms,26/10/2018,32.673,6.084,"[14, 12, 10751]","Fantasy, Adventure, Family",movie
The Nutcracker and the Four Realms,26/10/2018,32.673,6.084,"[14, 12, 10751]","Fantasy, Adventure, Family",movie
A Perfect Ending,01/06/2012,28.753,6.126,"[18, 10749]","Drama, Romance",movie
Splice,03/06/2010,32.662,5.9,"[27, 878]","Horror, Science Fiction",movie
Monster,15/07/2021,16.715,6.35,"[80, 18]","Crime, Drama",movie
Monster,15/07/2021,16.715,6.35,"[80, 18]","Crime, Drama",movie
Monster,15/07/2021,16.715,6.35,"[80, 18]","Thriller, Horror",movie
Sherlock Gnomes,15/03/2018,27.754,5.6,"[16, 10751, 14, 35, 12, 9648]","Animation, Family, Fantasy, Comedy, Adventure, Mystery",movie
Sherlock Gnomes,15/03/2018,27.754,5.6,"[16, 10751, 14, 35, 12, 9648]","Animation, Family, Fantasy, Comedy, Adventure, Mystery",movie
Jonah Hex,18/06/2010,27.998,4.917,"[28, 37, 18, 14, 53]","Action, Western, Drama, Fantasy, Thriller",movie
Jonah Hex,18/06/2010,27.998,4.917,"[28, 37, 18, 14, 53]","Action, Western, Drama, Fantasy, Thriller",movie
Jonah Hex,18/06/2010,27.998,4.917,"[28, 37, 18, 14, 53]","Action, Western, Drama, Fantasy, Thriller",movie
Jonah Hex,18/06/2010,27.998,4.917,"[28, 37, 18, 14, 53]","Action, Western, Drama, Fantasy, Thriller",movie
Black Knight,21/11/2001,23.303,5.37,"[35, 14, 12]","Comedy, Fantasy, Adventure",movie
Black Knight,21/11/2001,23.303,5.37,"[35, 14, 12]","Comedy, Fantasy, Adventure",movie
What Women Want,15/12/2000,32.624,6.449,"[35, 10749]","Comedy, Romance",movie
Quicksand,31/08/2023,21.226,6.625,"[53, 27, 9648, 18]","Thriller, Horror, Mystery, Drama",movie
Quicksand,31/08/2023,21.226,6.625,"[53, 27, 9648, 18]","Thriller, Horror, Mystery, Drama",movie
Grudge Match,25/12/2013,22.747,6.09,[35],Comedy,movie
Ray,29/10/2004,23.992,7.445,"[18, 10402]","Drama, Music",movie
Triple 9,19/02/2016,32.577,5.966,"[28, 80, 12, 53]","Action, Crime, Adventure, Thriller",movie
State of Play,17/04/2009,28.179,6.795,[53],Thriller,movie
La Bamba,24/07/1987,28.175,7.186,"[18, 10402]","Drama, Music",movie
Born on the Fourth of July,20/12/1989,28.175,7.01,"[18, 10752]","Drama, War",movie
Good Luck Chuck,21/09/2007,28.162,5.916,"[35, 10749]","Comedy, Romance",movie
Good Luck Chuck,21/09/2007,28.162,5.916,"[35, 10749]","Comedy, Romance",movie
Lake Placid,15/07/1999,28.154,5.886,"[27, 35, 28, 878, 53]","Horror, Comedy, Action, Science Fiction, Thriller",movie
The Land Before Time II: The Great Valley Adventure,12/12/1994,28.144,6.3,"[16, 12, 10751]","Animation, Adventure, Family",movie
The Land Before Time II: The Great Valley Adventure,12/12/1994,28.144,6.3,"[16, 12, 10751]","Animation, Adventure, Family",movie
The Land Before Time II: The Great Valley Adventure,12/12/1994,28.144,6.3,"[16, 12, 10751]","Animation, Adventure, Family",movie
The Land Before Time II: The Great Valley Adventure,12/12/1994,28.144,6.3,"[16, 12, 10751]","Animation, Adventure, Family",movie
No Sudden Move,24/06/2021,28.143,6.378,"[80, 18, 9648]","Crime, Drama, Mystery",movie
No Sudden Move,24/06/2021,28.143,6.378,"[80, 18, 9648]","Crime, Drama, Mystery",movie
The Tragedy of Macbeth,05/12/2021,28.133,6.952,"[18, 10752]","Drama, War",movie
The Tragedy of Macbeth,05/12/2021,28.133,6.952,"[18, 10752]","Drama, War",movie
The Lion Guard: Return of the Roar,22/11/2015,28.132,6.7,"[10751, 10770, 16]","Family, TV Movie, Animation",movie
Mystic Pizza,13/10/1988,28.123,6.3,"[35, 18, 10749]","Comedy, Drama, Romance",movie
Mystic Pizza,13/10/1988,28.123,6.273,"[35, 18, 10749]","Comedy, Drama, Romance",movie
Flora and Son,21/09/2023,28.112,6.961,"[10402, 35, 18]","Music, Comedy, Drama",movie
Flora and Son,21/09/2023,28.112,6.961,"[10402, 35, 18]","Music, Comedy, Drama",movie
Flora and Son,21/09/2023,28.112,6.961,"[10402, 35, 18]","Music, Comedy, Drama",movie
Flora and Son,21/09/2023,28.112,6.961,"[10402, 35, 18]","Music, Comedy, Drama",movie
Then Came You,05/12/2018,28.104,7.425,"[35, 18]","Comedy, Drama",movie
Then Came You,05/12/2018,28.104,7.425,"[35, 18]","Comedy, Drama",movie
The Descent: Part 2,14/10/2009,28.102,5.89,"[12, 27, 53]","Adventure, Horror, Thriller",movie
The Descent: Part 2,14/10/2009,28.102,5.89,"[12, 27, 53]","Adventure, Horror, Thriller",movie
My Big Fat Greek Wedding 3,07/09/2023,26.801,6.1,"[35, 10749]","Comedy, Romance",movie
My Big Fat Greek Wedding 3,07/09/2023,26.801,6.1,"[35, 10749]","Comedy, Romance",movie
My Big Fat Greek Wedding 3,07/09/2023,26.801,6.1,"[35, 10749]","Comedy, Romance",movie
My Big Fat Greek Wedding 3,07/09/2023,26.801,6.1,"[35, 10749]","Comedy, Romance",movie
My Big Fat Greek Wedding 3,07/09/2023,26.801,6.1,"[35, 10749]","Comedy, Romance",movie
My Big Fat Greek Wedding 3,07/09/2023,26.801,6.1,"[35, 10749]","Comedy, Romance",movie
Top Secret!,08/06/1984,18.978,7.093,[35],Comedy,movie
Top Secret!,08/06/1984,18.978,7.093,[35],Comedy,movie
Top Secret!,08/06/1984,18.978,7.093,[35],Comedy,movie
Top Secret!,08/06/1984,18.978,7.093,[35],Comedy,movie
Body Heat,28/08/1981,28.228,6.994,"[80, 10749]","Crime, Romance",movie
High Noon,09/06/1952,31.228,7.676,"[37, 53]","Western, Thriller",movie
Sandy Wexler,14/04/2017,19.482,5.479,[35],Comedy,movie
Sandy Wexler,14/04/2017,19.482,5.479,[35],Comedy,movie
Two Weeks Notice,19/12/2002,26.974,6.353,"[35, 10749]","Comedy, Romance",movie
Dog Day Afternoon,21/09/1975,28.043,7.8,"[80, 18, 53]","Crime, Drama, Thriller",movie
Dog Day Afternoon,21/09/1975,28.043,7.8,"[80, 18, 53]","Crime, Drama, Thriller",movie
Hard Candy,14/01/2005,28.02,6.825,"[18, 53]","Drama, Thriller",movie
Hard Candy,14/01/2005,28.02,6.825,"[18, 53]","Drama, Thriller",movie
Hard Candy,14/01/2005,28.02,6.825,"[18, 53]","Drama, Thriller",movie
Hard Candy,14/01/2005,28.02,6.825,"[18, 53]","Drama, Thriller",movie
Where the Wild Things Are,16/10/2009,28.015,6.479,"[10751, 14, 18, 12]","Family, Fantasy, Drama, Adventure",movie
Frank and Penelope,03/06/2022,28.006,7.4,"[53, 27, 80]","Thriller, Horror, Crime",movie
Frank and Penelope,03/06/2022,28.006,7.4,"[53, 27, 80]","Thriller, Horror, Crime",movie
The House with a Clock in Its Walls,15/09/2018,28.003,6.236,"[14, 10751, 35]","Fantasy, Family, Comedy",movie
The House with a Clock in Its Walls,15/09/2018,28.003,6.236,"[14, 10751, 35]","Fantasy, Family, Comedy",movie
The House with a Clock in Its Walls,15/09/2018,28.003,6.236,"[14, 10751, 35]","Fantasy, Family, Comedy",movie
The House with a Clock in Its Walls,15/09/2018,28.003,6.236,"[14, 10751, 35]","Fantasy, Family, Comedy",movie
The House with a Clock in Its Walls,15/09/2018,28.003,6.236,"[14, 10751, 35]","Fantasy, Family, Comedy",movie
The House with a Clock in Its Walls,15/09/2018,28.003,6.236,"[14, 10751, 35]","Fantasy, Family, Comedy",movie
Home Again,07/09/2017,27.999,6.113,"[35, 18, 10749]","Comedy, Drama, Romance",movie
Home Again,07/09/2017,27.999,6.113,"[35, 18, 10749]","Comedy, Drama, Romance",movie
Home Again,07/09/2017,27.999,6.113,"[35, 18, 10749]","Comedy, Drama, Romance",movie
Tolkien,03/05/2019,27.971,6.966,"[10752, 18, 10749]","War, Drama, Romance",movie
May,11/04/2003,27.971,6.5,"[18, 27]","Drama, Horror",movie
Level 16,20/02/2018,27.967,6.767,"[878, 53]","Science Fiction, Thriller",movie
Level 16,20/02/2018,27.967,6.767,"[878, 53]","Science Fiction, Thriller",movie
Fun and Fancy Free,27/09/1947,27.958,6.341,"[16, 10402]","Animation, Music",movie
Beverly Hills Chihuahua,03/10/2008,27.954,5.338,"[35, 10751, 12, 10749]","Comedy, Family, Adventure, Romance",movie
Three Days of the Condor,24/09/1975,27.952,7.298,"[53, 9648]","Thriller, Mystery",movie
Three Days of the Condor,24/09/1975,27.952,7.298,"[53, 9648]","Thriller, Mystery",movie
Red Eye,19/08/2005,27.95,6.388,"[53, 9648]","Thriller, Mystery",movie
Red Eye,19/08/2005,27.95,6.388,"[53, 9648]","Thriller, Mystery",movie
Red Eye,19/08/2005,27.95,6.388,"[53, 9648]","Thriller, Mystery",movie
Red Eye,19/08/2005,27.95,6.388,"[53, 9648]","Thriller, Mystery",movie
Red Eye,19/08/2005,27.95,6.388,"[53, 9648]","Thriller, Mystery",movie
Red Eye,19/08/2005,27.95,6.388,"[53, 9648]","Thriller, Mystery",movie
Ben 10: Secret of the Omnitrix,10/08/2007,27.94,7.331,"[16, 878, 10751]","Animation, Science Fiction, Family",movie
Ben 10: Secret of the Omnitrix,10/08/2007,27.94,7.331,"[16, 878, 10751]","Animation, Science Fiction, Family",movie
MaXXXine,04/07/2024,27.923,0.0,"[80, 27, 53]","Crime, Horror, Thriller",movie
Gia,31/01/1998,27.908,7.107,"[10749, 18]","Romance, Drama",movie
Gia,31/01/1998,27.908,7.107,"[10749, 18]","Romance, Drama",movie
Elephant,20/09/2003,27.905,7.066,"[80, 18]","Crime, Drama",movie
Elephant,20/09/2003,27.905,7.066,"[80, 18]","Crime, Drama",movie
Finding ʻOhana,29/01/2021,27.901,6.3,"[12, 28, 35, 10751]","Adventure, Action, Comedy, Family",movie
Finding ʻOhana,29/01/2021,27.901,6.3,"[12, 28, 35, 10751]","Adventure, Action, Comedy, Family",movie
Finding ʻOhana,29/01/2021,27.901,6.3,"[12, 28, 35, 10751]","Adventure, Action, Comedy, Family",movie
Abduction,22/09/2011,27.894,5.9,"[53, 28, 9648]","Thriller, Action, Mystery",movie
Abduction,22/09/2011,27.894,5.9,"[53, 28, 9648]","Horror, Science Fiction, Thriller, Action",movie
Abduction,22/09/2011,27.894,5.9,"[53, 28, 9648]","Thriller, Action, Mystery",movie
Abduction,22/09/2011,27.894,5.9,"[53, 28, 9648]","Horror, Science Fiction, Thriller, Action",movie
Abduction,22/09/2011,27.894,5.9,"[53, 28, 9648]","Thriller, Action, Mystery",movie
Abduction,22/09/2011,27.894,5.9,"[53, 28, 9648]","Horror, Science Fiction, Thriller, Action",movie
Alone,10/09/2020,27.881,6.326,"[53, 27]","Thriller, Horror",movie
Revenge,16/02/1990,27.881,6.514,"[53, 10749, 18]","Action, Horror",movie
Revenge,16/02/1990,27.881,6.514,"[53, 10749, 18]","Thriller, Romance, Drama",movie
Sniper: Rogue Mission,16/08/2022,27.854,6.447,"[28, 53, 9648]","Action, Thriller, Mystery",movie
Sniper: Rogue Mission,16/08/2022,27.854,6.447,"[28, 53, 9648]","Action, Thriller, Mystery",movie
Winchester,02/02/2018,26.455,5.909,"[27, 53]","Horror, Thriller",movie
Victor Frankenstein,10/11/2015,24.703,5.9,"[18, 878, 53]","Drama, Science Fiction, Thriller",movie
Victor Frankenstein,10/11/2015,24.703,5.9,"[18, 878, 53]","Drama, Science Fiction, Thriller",movie
Victor Frankenstein,10/11/2015,24.703,5.9,"[18, 878, 53]","Drama, Science Fiction, Thriller",movie
Victor Frankenstein,10/11/2015,24.703,5.9,"[18, 878, 53]","Drama, Science Fiction, Thriller",movie
Like Mike,03/07/2002,21.949,6.111,"[10751, 35, 14]","Family, Comedy, Fantasy",movie
Like Mike,03/07/2002,21.949,6.111,"[10751, 35, 14]","Family, Comedy, Fantasy",movie
In the Heart of the Sea,03/12/2015,30.949,6.756,"[53, 18, 12, 28, 36]","Thriller, Drama, Adventure, Action, History",movie
In the Heart of the Sea,03/12/2015,30.949,6.756,"[53, 18, 12, 28, 36]","Thriller, Drama, Adventure, Action, History",movie
Austin Powers in Goldmember,26/07/2002,32.144,5.994,"[35, 80, 878]","Comedy, Crime, Science Fiction",movie
Austin Powers in Goldmember,26/07/2002,32.144,5.994,"[35, 80, 878]","Comedy, Crime, Science Fiction",movie
South Park (Not Suitable for Children),20/12/2023,24.314,7.398,"[16, 35, 10770]","Animation, Comedy, TV Movie",movie
South Park (Not Suitable for Children),20/12/2023,24.314,7.398,"[16, 35, 10770]","Animation, Comedy, TV Movie",movie
The Marsh King's Daughter,28/09/2023,26.772,6.481,"[53, 80, 18, 9648]","Thriller, Crime, Drama, Mystery",movie
The Marsh King's Daughter,28/09/2023,26.772,6.481,"[53, 80, 18, 9648]","Thriller, Crime, Drama, Mystery",movie
Love in Taipei,10/08/2023,26.089,7.2,"[10749, 35, 18]","Romance, Comedy, Drama",movie
Love in Taipei,10/08/2023,26.089,7.2,"[10749, 35, 18]","Romance, Comedy, Drama",movie
The Chase,18/02/1966,27.798,7.097,"[80, 18]","Crime, Drama",movie
The Chase,18/02/1966,27.798,7.097,"[80, 18]","Adventure, Comedy, Action, Crime",movie
The Chase,18/02/1966,27.798,7.097,"[80, 18]","Crime, Drama",movie
Fortress: Sniper's Eye,29/04/2022,27.79,5.3,"[28, 53, 80]","Action, Thriller, Crime",movie
The Kings of Summer,19/01/2013,27.79,7.017,"[35, 18]","Comedy, Drama",movie
The Queen's Corgi,13/02/2019,27.784,5.967,"[10751, 16]","Family, Animation",movie
The Queen's Corgi,13/02/2019,27.784,5.967,"[10751, 16]","Family, Animation",movie
JFK,20/12/1991,27.777,7.6,"[18, 53, 36]","Drama, Thriller, History",movie
The Animal,01/06/2001,27.755,5.13,[35],Comedy,movie
The Animal,01/06/2001,27.755,5.13,[35],Comedy,movie
Good Burger 2,22/11/2023,27.754,6.651,"[10751, 35]","Family, Comedy",movie
Good Burger 2,22/11/2023,27.754,6.651,"[10751, 35]","Family, Comedy",movie
The Lord of the Rings,15/11/1978,27.751,6.555,"[12, 16, 14]","Adventure, Animation, Fantasy",movie
The Transformers: The Movie,08/08/1986,30.938,7.142,"[16, 878, 28, 12, 10751]","Animation, Science Fiction, Action, Adventure, Family",movie
The Transformers: The Movie,08/08/1986,30.938,7.142,"[16, 878, 28, 12, 10751]","Animation, Science Fiction, Action, Adventure, Family",movie
Entangled,12/11/2021,21.956,6.643,"[878, 53, 18]","Science Fiction, Thriller, Drama",movie
Open Season: Scared Silly,18/12/2015,31.189,5.9,"[16, 35, 10751, 12]","Animation, Comedy, Family, Adventure",movie
Open Season: Scared Silly,18/12/2015,31.189,5.9,"[16, 35, 10751, 12]","Animation, Comedy, Family, Adventure",movie
The Spy Who Dumped Me,02/08/2018,31.442,6.397,"[28, 35]","Action, Comedy",movie
I.T.,09/09/2016,16.189,5.398,[53],Thriller,movie
Star Trek: Insurrection,11/12/1998,26.933,6.4,"[878, 28, 12, 53]","Science Fiction, Action, Adventure, Thriller",movie
Star Trek: Insurrection,11/12/1998,26.933,6.4,"[878, 28, 12, 53]","Science Fiction, Action, Adventure, Thriller",movie
The Prince,22/08/2014,30.711,4.917,"[53, 28]","Thriller, Action",movie
Eden Lake,12/09/2008,29.934,6.827,"[27, 53]","Horror, Thriller",movie
Primal,27/12/2019,27.672,5.584,"[28, 12, 53]","Action, Adventure, Thriller",movie
Primal,27/12/2019,27.672,5.584,"[28, 12, 53]","Thriller, Horror",movie
Extinct,11/02/2021,27.636,6.3,"[16, 35, 10751, 12]","Animation, Comedy, Family, Adventure",movie
Extinct,11/02/2021,27.636,6.3,"[16, 35, 10751, 12]","Animation, Comedy, Family, Adventure",movie
Triple Threat,19/03/2019,27.6,6.401,"[53, 28]","Thriller, Action",movie
Triple Threat,19/03/2019,27.6,6.401,"[53, 28]","Thriller, Action",movie
Two Mules for Sister Sara,02/03/1970,27.6,6.913,[37],Western,movie
Two Mules for Sister Sara,02/03/1970,27.6,6.913,[37],Western,movie
Two Mules for Sister Sara,02/03/1970,27.6,6.913,[37],Western,movie
Two Mules for Sister Sara,02/03/1970,27.6,6.913,[37],Western,movie
Flight 7500,16/05/2014,27.593,4.876,"[53, 27, 9648]","Thriller, Horror, Mystery",movie
Flight 7500,16/05/2014,27.593,4.876,"[53, 27, 9648]","Thriller, Horror, Mystery",movie
Flight 7500,16/05/2014,27.593,4.876,"[53, 27, 9648]","Thriller, Horror, Mystery",movie
Flight 7500,16/05/2014,27.593,4.876,"[53, 27, 9648]","Thriller, Horror, Mystery",movie
Starship Troopers 3: Marauder,19/07/2008,27.591,4.784,"[12, 878, 28]","Adventure, Science Fiction, Action",movie
The Postcard Killings,13/03/2020,27.577,6.4,"[18, 53]","Drama, Thriller",movie
The Postcard Killings,13/03/2020,27.577,6.4,"[18, 53]","Drama, Thriller",movie
Lord of the Flies,16/03/1990,27.576,6.353,"[12, 18, 53]","Drama, Adventure, Thriller",movie
Lord of the Flies,16/03/1990,27.576,6.353,"[12, 18, 53]","Drama, Adventure, Thriller",movie
Lord of the Flies,16/03/1990,27.576,6.353,"[12, 18, 53]","Adventure, Drama, Thriller",movie
Lord of the Flies,16/03/1990,27.576,6.353,"[12, 18, 53]","Adventure, Drama, Thriller",movie
Lord of the Flies,13/08/1963,20.912,6.708,"[18, 12, 53]","Drama, Adventure, Thriller",movie
Lord of the Flies,13/08/1963,20.912,6.708,"[18, 12, 53]","Drama, Adventure, Thriller",movie
Lord of the Flies,13/08/1963,20.912,6.708,"[18, 12, 53]","Adventure, Drama, Thriller",movie
Lord of the Flies,13/08/1963,20.912,6.708,"[18, 12, 53]","Adventure, Drama, Thriller",movie
Walk the Line,13/09/2005,27.322,7.493,"[18, 10402, 10749]","Drama, Music, Romance",movie
Walk the Line,13/09/2005,27.322,7.493,"[18, 10402, 10749]","Drama, Music, Romance",movie
Racing Stripes,06/01/2005,27.32,5.858,"[35, 10751]","Comedy, Family",movie
Racing Stripes,06/01/2005,27.32,5.858,"[35, 10751]","Comedy, Family",movie
Racing Stripes,06/01/2005,27.32,5.858,"[35, 10751]","Comedy, Family",movie
Racing Stripes,06/01/2005,27.32,5.858,"[35, 10751]","Comedy, Family",movie
"Good Morning, Vietnam",23/12/1987,27.314,7.312,"[35, 18, 10752]","Comedy, Drama, War",movie
"Good Morning, Vietnam",23/12/1987,27.314,7.313,"[35, 18, 10752]","Comedy, Drama, War",movie
Unfriended: Dark Web,19/07/2018,27.313,6.304,"[27, 53, 9648]","Horror, Thriller, Mystery",movie
Unfriended: Dark Web,19/07/2018,27.313,6.304,"[27, 53, 9648]","Horror, Thriller, Mystery",movie
Unfriended: Dark Web,19/07/2018,27.313,6.304,"[27, 53, 9648]","Horror, Thriller, Mystery",movie
Unfriended: Dark Web,19/07/2018,27.313,6.304,"[27, 53, 9648]","Horror, Thriller, Mystery",movie
Dennis the Menace Strikes Again!,14/07/1998,27.31,5.4,"[10751, 35]","Family, Comedy",movie
Dennis the Menace Strikes Again!,14/07/1998,27.31,5.4,"[10751, 35]","Family, Comedy",movie
Bridget Jones: The Edge of Reason,10/11/2004,27.303,6.244,"[35, 10749]","Comedy, Romance",movie
Bridget Jones: The Edge of Reason,10/11/2004,27.303,6.244,"[35, 10749]","Comedy, Romance",movie
Bridget Jones: The Edge of Reason,10/11/2004,27.303,6.2,"[35, 10749]","Comedy, Romance",movie
Bridget Jones: The Edge of Reason,10/11/2004,27.303,6.2,"[35, 10749]","Comedy, Romance",movie
Blow Out,24/07/1981,27.28,7.359,"[53, 9648, 80]","Thriller, Mystery, Crime",movie
Blow Out,24/07/1981,27.28,7.359,"[53, 9648, 80]","Thriller, Mystery, Crime",movie
A Bridge Too Far,15/06/1977,27.278,7.214,"[18, 36, 10752]","Drama, History, War",movie
Money Train,21/11/1995,27.27,5.842,"[28, 35, 80]","Action, Comedy, Crime",movie
Money Train,21/11/1995,27.27,5.842,"[28, 35, 80]","Action, Comedy, Crime",movie
AINBO: Spirit of the Amazon,09/02/2021,27.264,7.008,"[12, 16, 10751, 14]","Adventure, Animation, Family, Fantasy",movie
AINBO: Spirit of the Amazon,09/02/2021,27.264,7.008,"[12, 16, 10751, 14]","Adventure, Animation, Family, Fantasy",movie
AINBO: Spirit of the Amazon,09/02/2021,27.264,7.008,"[12, 16, 10751, 14]","Adventure, Animation, Family, Fantasy",movie
AINBO: Spirit of the Amazon,09/02/2021,27.264,7.008,"[12, 16, 10751, 14]","Adventure, Animation, Family, Fantasy",movie
AINBO: Spirit of the Amazon,09/02/2021,27.264,7.008,"[12, 16, 10751, 14]","Adventure, Animation, Family, Fantasy",movie
AINBO: Spirit of the Amazon,09/02/2021,27.264,7.008,"[12, 16, 10751, 14]","Adventure, Animation, Family, Fantasy",movie
Cats & Dogs 3: Paws Unite,02/10/2020,27.263,6.269,"[10751, 35, 28]","Family, Comedy, Action",movie
Unleashed,02/02/2005,24.658,6.912,"[28, 80]","Action, Crime",movie
Unleashed,02/02/2005,24.658,6.912,"[28, 80]","Action, Crime",movie
Unleashed,02/02/2005,24.658,6.912,"[28, 80]","Action, Crime",movie
Hellraiser: Inferno,31/10/2000,22.907,5.442,"[27, 9648, 14]","Horror, Mystery, Fantasy",movie
Hellraiser: Inferno,31/10/2000,22.907,5.442,"[27, 9648, 14]","Horror, Mystery, Fantasy",movie
UFO,04/09/2018,20.413,6.903,"[878, 28, 53]","Science Fiction, Action, Thriller",movie
UFO,04/09/2018,20.413,6.903,"[878, 28, 53]","Science Fiction, Action, Thriller",movie
UFO,04/09/2018,20.413,6.903,"[878, 28, 53]","Science Fiction, Action, Thriller",movie
UFO,04/09/2018,20.413,6.903,"[878, 28, 53]","Science Fiction, Action, Thriller",movie
Sweet Home Alabama,26/09/2002,26.656,6.398,"[35, 10749]","Comedy, Romance",movie
Sweet Home Alabama,26/09/2002,26.656,6.398,"[35, 10749]","Comedy, Romance",movie
Marry Me,09/02/2022,24.927,6.691,"[10749, 35, 10402]","Romance, Comedy, Music",movie
Halloween: Resurrection,01/07/2002,29.406,4.609,"[27, 53]","Horror, Thriller",movie
Halloween: Resurrection,01/07/2002,29.406,4.609,"[27, 53]","Horror, Thriller",movie
Halloween: Resurrection,01/07/2002,29.406,4.609,"[27, 53]","Horror, Thriller",movie
School Ties,18/09/1992,23.155,6.485,[18],Drama,movie
School Ties,18/09/1992,23.155,6.485,[18],Drama,movie
School Ties,18/09/1992,23.155,6.485,[18],Drama,movie
School Ties,18/09/1992,23.155,6.485,[18],Drama,movie
Killers,04/06/2010,27.406,5.956,"[28, 35, 53, 10749]","Action, Comedy, Thriller, Romance",movie
Killers,04/06/2010,27.406,5.956,"[28, 35, 53, 10749]","Action, Comedy, Thriller, Romance",movie
Lowlifes,11/04/2024,19.942,7.25,"[27, 53]","Horror, Thriller",movie
He's All That,27/08/2021,31.759,6.55,"[35, 10749]","Comedy, Romance",movie
The War of the Worlds,13/08/1953,31.153,6.8,"[878, 28]","Science Fiction, Action",movie
Descendants: The Royal Wedding,13/08/2021,28.67,6.7,"[16, 10751, 35, 18]","Animation, Family, Comedy, Drama",movie
V/H/S/85,22/09/2023,18.978,6.116,"[27, 14, 878]","Horror, Fantasy, Science Fiction",movie
V/H/S/85,22/09/2023,18.978,6.116,"[27, 14, 878]","Horror, Fantasy, Science Fiction",movie
V/H/S/85,22/09/2023,18.978,6.116,"[27, 14, 878]","Horror, Fantasy, Science Fiction",movie
3 Days to Kill,14/02/2014,31.155,6.083,"[28, 18, 53]","Action, Drama, Thriller",movie
3 Days to Kill,14/02/2014,31.155,6.083,"[28, 18, 53]","Action, Drama, Thriller",movie
Lost in Space,03/04/1998,24.902,5.387,"[878, 12]","Science Fiction, Adventure",movie
Lost in Space,03/04/1998,24.902,5.387,"[878, 12]","Science Fiction, Adventure",movie
Chasing Liberty,09/01/2004,22.647,6.21,"[35, 10749]","Comedy, Romance",movie
Chasing Liberty,09/01/2004,22.647,6.21,"[35, 10749]","Comedy, Romance",movie
Fingernails,27/10/2023,23.986,5.955,"[10749, 878, 18]","Romance, Science Fiction, Drama",movie
I Still Believe,12/03/2020,30.407,7.604,"[10402, 18, 10749]","Music, Drama, Romance",movie
I Still Believe,12/03/2020,30.407,7.604,"[10402, 18, 10749]","Music, Drama, Romance",movie
Eye in the Sky,07/09/2015,26.65,7.021,"[18, 53, 10752]","Drama, Thriller, War",movie
Eye in the Sky,07/09/2015,26.65,7.021,"[18, 53, 10752]","Drama, Thriller, War",movie
Eye in the Sky,07/09/2015,26.65,7.021,"[18, 53, 10752]","Drama, Thriller, War",movie
Eye in the Sky,07/09/2015,26.65,7.021,"[18, 53, 10752]","Drama, Thriller, War",movie
The Wrestler,07/09/2008,22.897,7.532,"[18, 10749]","Drama, Romance",movie
The Wrestler,07/09/2008,22.897,7.532,"[18, 10749]","Drama, Romance",movie
Black Christmas,11/10/1974,22.642,6.922,"[27, 9648, 53]","Horror, Mystery",movie
Black Christmas,11/10/1974,22.642,6.922,"[27, 9648, 53]","Horror, Mystery",movie
The Sisters Brothers,19/09/2018,31.655,6.821,"[18, 37]","Drama, Western",movie
The Sisters Brothers,19/09/2018,31.655,6.821,"[18, 37]","Drama, Western",movie
The Sisters Brothers,19/09/2018,31.655,6.821,"[18, 37]","Drama, Western",movie
The Sisters Brothers,19/09/2018,31.655,6.821,"[18, 37]","Drama, Western",movie
Hard Kill,04/09/2020,25.154,4.982,"[28, 12, 53]","Action, Adventure, Thriller",movie
Hard Kill,04/09/2020,25.154,4.982,"[28, 12, 53]","Action, Adventure, Thriller",movie
Hard Kill,04/09/2020,25.154,4.982,"[28, 12, 53]","Action, Adventure, Thriller",movie
Halloween II,28/08/2009,31.639,5.351,[27],"Horror, Thriller",movie
Halloween II,28/08/2009,31.639,5.351,[27],Horror,movie
Barbie and the Three Musketeers,15/09/2009,31.637,7.272,"[16, 10751]","Animation, Family",movie
Barbie and the Three Musketeers,15/09/2009,31.637,7.272,"[16, 10751]","Animation, Family",movie
Playing It Cool,26/09/2014,31.62,5.887,"[35, 10749]","Comedy, Romance",movie
Chicago,10/12/2002,28.638,7.114,"[35, 80, 18]","Comedy, Crime, Drama",movie
Get Rich or Die Tryin',09/11/2005,26.388,6.771,"[18, 80, 10402]","Drama, Crime, Music",movie
Get Rich or Die Tryin',09/11/2005,26.388,6.771,"[18, 80, 10402]","Drama, Crime, Music",movie
Wild Hogs,02/03/2007,31.608,5.955,"[28, 12, 35]","Action, Adventure, Comedy",movie
¿Quieres ser mi hijo?,21/09/2023,24.962,8.555,"[35, 10749]","Comedy, Romance",movie
¿Quieres ser mi hijo?,21/09/2023,24.962,8.555,"[35, 10749]","Comedy, Romance",movie
¿Quieres ser mi hijo?,21/09/2023,24.962,8.555,"[35, 10749]","Comedy, Romance",movie
¿Quieres ser mi hijo?,21/09/2023,24.962,8.555,"[35, 10749]","Comedy, Romance",movie
Trouble,08/08/2019,26.895,6.632,"[16, 12, 10751, 35, 10402]","Animation, Adventure, Family, Comedy, Music",movie
Trouble,08/08/2019,26.895,6.632,"[16, 12, 10751, 35, 10402]","Animation, Adventure, Family, Comedy, Music",movie
Trouble,08/08/2019,26.895,6.632,"[16, 12, 10751, 35, 10402]","Animation, Adventure, Family, Comedy, Music",movie
